order_id,order_date,customer_name,gender,city,product_name,product_category,price,quantity,payment_mode,rating,revenue,platform,month
AMZ000201,2023-01-16,Rasha Bora,Male,Pune,Deserunt Modi,Fashion,39071,5,Credit Card,4,195355,Amazon,1
AMZ000202,2023-12-30,Mahika Dara,Female,Kolkata,Suscipit Ea,Sports,45364,3,Debit Card,5,136092,Amazon,12
AMZ000203,2023-08-05,Farhan Sastry,Male,Delhi,Hic Cupiditate,Fashion,11699,4,Cash on Delivery,3,46796,Amazon,8
AMZ000204,2023-02-18,Nakul Sampath,Male,Kolkata,Quibusdam Fugit,Sports,35035,2,Debit Card,1,70070,Amazon,2
AMZ000205,2023-02-07,Seher Trivedi,Male,Hyderabad,Itaque Ipsa,Sports,17825,3,Net Banking,1,53475,Amazon,2
AMZ000206,2023-08-06,Rohan Gera,Female,Hyderabad,Quidem Ipsa,Beauty,11806,1,Credit Card,1,11806,Amazon,8
AMZ000207,2023-06-20,Renee Garg,Female,Kolkata,Nulla Veritatis,Electronics,16028,1,Cash on Delivery,4,16028,Amazon,6
AMZ000208,2023-11-19,Tiya Subramanian,Male,Bangalore,Rem Voluptate,Beauty,43539,1,Cash on Delivery,4,43539,Amazon,11
AMZ000209,2023-03-05,Prerak Sehgal,Male,Pune,Non Accusantium,Beauty,13329,4,Net Banking,3,53316,Amazon,3
AMZ000210,2023-02-24,Eshani Dugar,Female,Mumbai,Modi Vero,Sports,43298,3,Cash on Delivery,3,129894,Amazon,2
AMZ000211,2023-08-14,Seher Sahni,Female,Pune,Ea Officia,Home & Kitchen,31924,5,Net Banking,4,159620,Amazon,8
AMZ000212,2023-06-28,Aaryahi Keer,Male,Mumbai,Earum Delectus,Books,44274,5,UPI,5,221370,Amazon,6
AMZ000213,2023-09-03,Azad Gole,Male,Kolkata,Laboriosam Quis,Fashion,19144,1,Credit Card,2,19144,Amazon,9
AMZ000214,2023-10-21,Ayesha Rao,Male,Delhi,Maxime Quos,Beauty,6108,2,Credit Card,2,12216,Amazon,10
AMZ000215,2023-08-27,Lavanya Sandhu,Male,Delhi,Facilis Error,Electronics,45355,3,Debit Card,1,136065,Amazon,8
AMZ000216,2023-12-06,Hunar Ghosh,Male,Chennai,Illum Sunt,Sports,11738,3,Credit Card,4,35214,Amazon,12
AMZ000217,2023-05-11,Miraan Lad,Female,Delhi,Suscipit Magnam,Fashion,43436,1,Debit Card,3,43436,Amazon,5
AMZ000218,2023-04-04,Mohanlal Sahota,Male,Chennai,Corporis Aliquid,Electronics,42874,4,Cash on Delivery,3,171496,Amazon,4
AMZ000219,2023-01-12,Himmat Bath,Female,Kolkata,Pariatur Tempore,Home & Kitchen,12607,2,Net Banking,2,25214,Amazon,1
AMZ000220,2023-01-25,Azad De,Male,Hyderabad,Cupiditate Laborum,Home & Kitchen,37814,5,Debit Card,3,189070,Amazon,1
AMZ000221,2023-03-11,Navya Kala,Female,Mumbai,Odio Consequatur,Beauty,31656,2,Cash on Delivery,5,63312,Amazon,3
AMZ000222,2023-06-25,Khushi Ahuja,Female,Hyderabad,Voluptatem Adipisci,Electronics,12146,1,Credit Card,3,12146,Amazon,6
AMZ000223,2023-09-02,Adira Chandra,Female,Kolkata,Alias Incidunt,Books,26581,2,Debit Card,2,53162,Amazon,9
AMZ000224,2023-08-23,Badal Sani,Male,Mumbai,Dolor Porro,Fashion,26460,5,UPI,3,132300,Amazon,8
AMZ000225,2023-03-05,Badal Comar,Female,Bangalore,Fugit Quidem,Books,26135,3,Debit Card,1,78405,Amazon,3
AMZ000226,2023-06-10,Aradhya Sarma,Male,Hyderabad,Sunt Dolorum,Sports,40497,3,Cash on Delivery,3,121491,Amazon,6
AMZ000227,2023-12-13,Vaibhav Arya,Female,Bangalore,Accusantium Autem,Home & Kitchen,28471,5,Credit Card,1,142355,Amazon,12
AMZ000228,2023-10-22,Krish Swaminathan,Female,Chennai,Non Dolores,Fashion,45094,4,UPI,2,180376,Amazon,10
AMZ000229,2023-08-24,Manjari Raju,Male,Bangalore,Sit Totam,Books,15443,5,UPI,4,77215,Amazon,8
AMZ000230,2023-03-25,Jhanvi Madan,Female,Mumbai,Iste Eum,Sports,5015,4,Credit Card,4,20060,Amazon,3
AMZ000231,2023-05-06,Suhana Ghose,Female,Bangalore,Porro Autem,Electronics,8703,5,Credit Card,5,43515,Amazon,5
AMZ000232,2023-01-31,Alisha Singh,Male,Delhi,Omnis Praesentium,Sports,40829,5,Credit Card,3,204145,Amazon,1
AMZ000233,2023-09-26,Jivin Chander,Male,Pune,Architecto Repellat,Fashion,47930,5,Net Banking,3,239650,Amazon,9
AMZ000234,2023-07-20,Indranil Gandhi,Female,Hyderabad,Libero Officia,Beauty,19940,5,UPI,3,99700,Amazon,7
AMZ000235,2023-09-01,Hridaan Tata,Female,Chennai,Iste Assumenda,Books,44005,4,Net Banking,1,176020,Amazon,9
AMZ000236,2023-04-05,Alia Kurian,Male,Kolkata,Accusamus Adipisci,Sports,17831,1,Credit Card,2,17831,Amazon,4
AMZ000237,2023-12-28,Miraya Mandal,Male,Pune,Mollitia Quod,Beauty,35178,2,Credit Card,3,70356,Amazon,12
AMZ000238,2023-07-23,Ivan Chowdhury,Male,Delhi,Soluta Quaerat,Beauty,16696,5,Debit Card,1,83480,Amazon,7
AMZ000239,2023-10-29,Neelofar Goswami,Male,Mumbai,Laboriosam Tenetur,Sports,25925,5,Cash on Delivery,3,129625,Amazon,10
AMZ000240,2023-10-28,Hansh Bali,Male,Delhi,Quis Autem,Fashion,34386,3,UPI,4,103158,Amazon,10
AMZ000241,2023-09-01,Yakshit Johal,Female,Pune,Animi Mollitia,Sports,6635,4,UPI,4,26540,Amazon,9
AMZ000242,2023-11-09,Aniruddh Bhatti,Male,Pune,Nulla Dolorem,Books,28222,2,Credit Card,2,56444,Amazon,11
AMZ000243,2023-09-04,Kashvi Batta,Male,Delhi,Quos Nulla,Beauty,6826,3,Net Banking,5,20478,Amazon,9
AMZ000244,2023-07-17,Tanya Barad,Male,Chennai,Aut Quod,Home & Kitchen,3725,3,Net Banking,1,11175,Amazon,7
AMZ000245,2023-01-07,Yashvi Bhagat,Female,Mumbai,Repellat Ut,Electronics,46007,3,Cash on Delivery,3,138021,Amazon,1
AMZ000246,2023-03-22,Zeeshan Gole,Male,Pune,Commodi Unde,Electronics,4330,5,UPI,4,21650,Amazon,3
AMZ000247,2023-06-15,Samarth Sastry,Female,Kolkata,Rem Odit,Books,41276,4,Net Banking,3,165104,Amazon,6
AMZ000248,2023-02-26,Ranbir Walla,Male,Mumbai,Laborum Expedita,Home & Kitchen,7792,5,Cash on Delivery,1,38960,Amazon,2
AMZ000249,2023-07-31,Jivika Dada,Female,Mumbai,Est Quidem,Home & Kitchen,36653,5,Debit Card,2,183265,Amazon,7
AMZ000250,2023-10-21,Armaan Bhatnagar,Female,Pune,Cum In,Beauty,41945,1,Cash on Delivery,4,41945,Amazon,10
AMZ000251,2023-04-04,Mannat Vasa,Male,Mumbai,Molestias Ipsum,Home & Kitchen,25134,1,UPI,3,25134,Amazon,4
AMZ000252,2023-06-02,Aaryahi Garg,Female,Chennai,Eligendi Deleniti,Beauty,46280,5,Cash on Delivery,2,231400,Amazon,6
AMZ000253,2023-01-25,Divit Rajan,Female,Delhi,Eligendi Quidem,Books,24867,5,Net Banking,5,124335,Amazon,1
AMZ000254,2023-08-05,Adira Gara,Male,Chennai,Doloribus Eius,Electronics,33654,5,Net Banking,3,168270,Amazon,8
AMZ000255,2023-02-28,Vaibhav Solanki,Male,Pune,Sint Error,Electronics,26057,4,Credit Card,4,104228,Amazon,2
AMZ000256,2023-10-06,Saksham Wadhwa,Male,Chennai,Porro Dolorem,Books,5390,3,Debit Card,5,16170,Amazon,10
AMZ000257,2023-11-05,Kismat Kaul,Male,Chennai,Exercitationem Recusandae,Home & Kitchen,45986,5,Net Banking,2,229930,Amazon,11
AMZ000258,2024-01-01,Yuvraj  Balasubramanian,Male,Mumbai,Reprehenderit Voluptates,Electronics,24417,3,Cash on Delivery,5,73251,Amazon,1
AMZ000259,2023-10-20,Tarini Varma,Female,Pune,Distinctio Quam,Sports,22323,2,Net Banking,1,44646,Amazon,10
AMZ000260,2023-12-13,Kavya Khurana,Female,Mumbai,Cupiditate Odio,Fashion,31058,2,Cash on Delivery,1,62116,Amazon,12
AMZ000261,2023-11-08,Piya Kale,Male,Hyderabad,Provident Impedit,Books,33652,1,Credit Card,2,33652,Amazon,11
AMZ000262,2023-02-26,Advika Kale,Male,Delhi,Facere Quisquam,Sports,16640,1,UPI,1,16640,Amazon,2
AMZ000263,2023-08-22,Nakul Bajwa,Male,Kolkata,Vitae Aspernatur,Electronics,42186,1,Net Banking,2,42186,Amazon,8
AMZ000264,2023-10-03,Darshit Lal,Male,Bangalore,Veniam At,Electronics,49635,5,Debit Card,5,248175,Amazon,10
AMZ000265,2023-09-30,Yuvraj  Hayre,Female,Bangalore,Autem Itaque,Books,23826,3,UPI,3,71478,Amazon,9
AMZ000266,2023-02-05,Shalv Swamy,Male,Mumbai,Praesentium Esse,Books,10850,4,Net Banking,1,43400,Amazon,2
AMZ000267,2023-05-24,Ayesha Trivedi,Female,Hyderabad,Distinctio Nostrum,Sports,30577,1,Credit Card,5,30577,Amazon,5
AMZ000268,2023-07-11,Sumer Kala,Male,Kolkata,Et At,Electronics,1741,5,UPI,2,8705,Amazon,7
AMZ000269,2023-10-09,Faiyaz Butala,Female,Delhi,Commodi Cupiditate,Electronics,38294,4,Credit Card,1,153176,Amazon,10
AMZ000270,2023-08-29,Uthkarsh Bose,Female,Pune,Id Asperiores,Books,33869,2,Debit Card,3,67738,Amazon,8
AMZ000271,2023-07-07,Seher Chanda,Male,Pune,Molestiae Vel,Sports,16606,5,Cash on Delivery,1,83030,Amazon,7
AMZ000272,2023-07-30,Nitya Barad,Male,Delhi,Debitis Suscipit,Fashion,15190,1,Debit Card,3,15190,Amazon,7
AMZ000273,2023-10-24,Dishani Wable,Male,Kolkata,Adipisci Voluptas,Beauty,12528,1,Debit Card,1,12528,Amazon,10
AMZ000274,2023-07-23,Shray Atwal,Female,Kolkata,Vitae Accusantium,Books,2234,5,UPI,5,11170,Amazon,7
AMZ000275,2023-05-05,Aradhya Trivedi,Male,Mumbai,Error Inventore,Sports,42478,3,Debit Card,4,127434,Amazon,5
AMZ000276,2023-05-20,Gatik Kadakia,Male,Bangalore,Sint At,Electronics,20188,3,Credit Card,3,60564,Amazon,5
AMZ000277,2023-12-30,Nakul Dani,Female,Pune,Perspiciatis Vel,Electronics,484,4,Debit Card,3,1936,Amazon,12
AMZ000278,2023-01-20,Zara Suresh,Female,Delhi,Ea Officia,Beauty,10765,2,Net Banking,3,21530,Amazon,1
AMZ000279,2023-03-07,Nishith Korpal,Female,Bangalore,Magnam Incidunt,Books,34001,4,Net Banking,3,136004,Amazon,3
AMZ000280,2023-01-07,Mohanlal Ramesh,Female,Kolkata,Ducimus Possimus,Fashion,26297,4,Net Banking,2,105188,Amazon,1
AMZ000281,2023-03-23,Uthkarsh Sharaf,Male,Chennai,Commodi Maxime,Home & Kitchen,27107,4,Net Banking,4,108428,Amazon,3
AMZ000282,2023-11-27,Shanaya Saxena,Female,Kolkata,Rerum Expedita,Beauty,19595,3,Credit Card,3,58785,Amazon,11
AMZ000283,2023-07-10,Ishaan Agarwal,Female,Pune,Cumque Maxime,Home & Kitchen,37460,1,UPI,3,37460,Amazon,7
AMZ000284,2023-03-14,Zeeshan Zacharia,Female,Chennai,Dignissimos Voluptate,Home & Kitchen,29216,2,UPI,4,58432,Amazon,3
AMZ000285,2023-02-02,Vihaan Bhasin,Male,Bangalore,Nostrum Corrupti,Books,47299,3,Debit Card,3,141897,Amazon,2
AMZ000286,2023-08-26,Umang Chada,Female,Bangalore,Aperiam Qui,Sports,14206,5,UPI,2,71030,Amazon,8
AMZ000287,2023-11-19,Rohan Trivedi,Male,Mumbai,Cumque Vitae,Electronics,18066,4,Debit Card,5,72264,Amazon,11
AMZ000288,2023-04-13,Anika Bala,Female,Chennai,Voluptatibus Perspiciatis,Electronics,11218,3,Cash on Delivery,2,33654,Amazon,4
AMZ000289,2023-08-09,Hridaan Bains,Male,Kolkata,Provident Nulla,Beauty,33497,1,Net Banking,1,33497,Amazon,8
AMZ000290,2023-07-28,Manjari Ghose,Female,Mumbai,Consectetur Autem,Books,21394,4,Debit Card,1,85576,Amazon,7
AMZ000291,2023-08-31,Tanya Sawhney,Male,Hyderabad,Omnis Autem,Home & Kitchen,5689,2,Debit Card,5,11378,Amazon,8
AMZ000292,2023-12-10,Ishita Cherian,Female,Pune,Provident Dolores,Electronics,29520,1,UPI,1,29520,Amazon,12
AMZ000293,2023-01-14,Zain Dasgupta,Female,Bangalore,Ipsum Nemo,Home & Kitchen,39017,4,Debit Card,5,156068,Amazon,1
AMZ000294,2023-08-25,Uthkarsh Halder,Male,Delhi,Soluta Blanditiis,Electronics,27364,1,Net Banking,1,27364,Amazon,8
AMZ000295,2023-04-20,Saira Garde,Female,Chennai,Reiciendis Reiciendis,Sports,44174,1,Credit Card,4,44174,Amazon,4
AMZ000296,2023-08-05,Jayant Thaman,Male,Chennai,Minus Dicta,Fashion,36270,3,Cash on Delivery,5,108810,Amazon,8
AMZ000297,2023-09-27,Bhavin Ravel,Female,Pune,Sed Alias,Fashion,33007,1,Credit Card,3,33007,Amazon,9
AMZ000298,2023-03-17,Myra Deshmukh,Female,Bangalore,Adipisci Ad,Beauty,11001,1,Net Banking,1,11001,Amazon,3
AMZ000299,2023-04-15,Lakshay Mandal,Female,Chennai,Recusandae Aliquam,Sports,46354,2,Debit Card,4,92708,Amazon,4
AMZ000300,2023-07-31,Vritika Madan,Female,Chennai,Occaecati Accusamus,Fashion,24710,5,Debit Card,1,123550,Amazon,7
AMZ000301,2023-05-30,Armaan Hayre,Female,Pune,Eos Necessitatibus,Sports,18317,2,Cash on Delivery,3,36634,Amazon,5
AMZ000302,2023-02-04,Mehul Kar,Male,Pune,A Architecto,Electronics,31052,3,Credit Card,3,93156,Amazon,2
AMZ000303,2023-06-18,Aradhya Chopra,Female,Pune,Odit Autem,Fashion,24618,3,Cash on Delivery,4,73854,Amazon,6
AMZ000304,2023-11-04,Aarush Karpe,Female,Hyderabad,Mollitia Optio,Fashion,48170,4,Credit Card,5,192680,Amazon,11
AMZ000305,2023-02-08,Myra Chauhan,Male,Bangalore,Quas Esse,Home & Kitchen,34890,4,Cash on Delivery,3,139560,Amazon,2
AMZ000306,2023-09-06,Advik Ratti,Male,Kolkata,Quos Labore,Sports,17967,3,Cash on Delivery,2,53901,Amazon,9
AMZ000307,2023-11-05,Damini Badami,Female,Hyderabad,Suscipit Harum,Sports,6730,1,Credit Card,5,6730,Amazon,11
AMZ000308,2023-07-30,Inaaya  Wadhwa,Male,Mumbai,Qui Animi,Beauty,11194,4,Debit Card,4,44776,Amazon,7
AMZ000309,2023-09-29,Tanya Desai,Male,Kolkata,Neque Nostrum,Beauty,40412,3,Cash on Delivery,5,121236,Amazon,9
AMZ000310,2023-04-17,Nirvaan Loyal,Male,Kolkata,Molestiae Alias,Electronics,10883,4,Cash on Delivery,5,43532,Amazon,4
AMZ000311,2023-10-21,Zeeshan Kant,Female,Kolkata,Delectus Fugit,Electronics,813,2,Debit Card,4,1626,Amazon,10
AMZ000312,2023-03-17,Stuvan Sridhar,Male,Hyderabad,Quasi Maiores,Fashion,9063,4,UPI,2,36252,Amazon,3
AMZ000313,2023-10-04,Rasha Sinha,Female,Hyderabad,Maxime Expedita,Sports,33202,2,Debit Card,5,66404,Amazon,10
AMZ000314,2023-08-17,Shalv Kale,Male,Bangalore,Deserunt Magni,Home & Kitchen,12361,2,Net Banking,5,24722,Amazon,8
AMZ000315,2023-04-10,Ishaan Kumar,Male,Bangalore,Perspiciatis Saepe,Beauty,11127,5,Debit Card,5,55635,Amazon,4
AMZ000316,2023-09-06,Shalv Cheema,Female,Bangalore,A Nobis,Books,33620,5,Credit Card,2,168100,Amazon,9
AMZ000317,2023-06-02,Kavya Konda,Male,Mumbai,Reprehenderit Architecto,Sports,33421,1,Credit Card,1,33421,Amazon,6
AMZ000318,2023-11-19,Kiaan Tata,Female,Delhi,Molestiae Sunt,Home & Kitchen,28627,4,Net Banking,4,114508,Amazon,11
AMZ000319,2023-08-08,Mahika Kohli,Male,Bangalore,Libero Voluptates,Sports,19344,5,Credit Card,3,96720,Amazon,8
AMZ000320,2023-07-21,Romil Varughese,Male,Mumbai,Libero Excepturi,Fashion,49603,4,Credit Card,5,198412,Amazon,7
AMZ000321,2023-06-14,Krish Baral,Female,Delhi,Expedita Omnis,Books,13981,1,Credit Card,1,13981,Amazon,6
AMZ000322,2023-10-21,Ehsaan Singh,Male,Chennai,Quasi Soluta,Electronics,34284,2,Cash on Delivery,1,68568,Amazon,10
AMZ000323,2023-04-04,Dharmajan Thaman,Male,Delhi,Dignissimos Excepturi,Books,8801,1,Credit Card,4,8801,Amazon,4
AMZ000324,2023-06-21,Kiara Ghosh,Male,Bangalore,Debitis Porro,Fashion,22659,4,Credit Card,1,90636,Amazon,6
AMZ000325,2023-03-13,Mohanlal Kulkarni,Male,Mumbai,Molestias Repellat,Sports,40970,5,Debit Card,2,204850,Amazon,3
AMZ000326,2023-01-05,Fateh Wable,Male,Mumbai,Repellendus Corporis,Electronics,12728,2,UPI,4,25456,Amazon,1
AMZ000327,2023-10-25,Ahana  Upadhyay,Male,Chennai,Repudiandae Explicabo,Books,14728,5,Credit Card,2,73640,Amazon,10
AMZ000328,2023-02-22,Kartik Venkataraman,Female,Chennai,Molestias Animi,Beauty,2338,2,Debit Card,5,4676,Amazon,2
AMZ000329,2023-04-29,Yakshit Rout,Female,Hyderabad,Laudantium Excepturi,Sports,40017,1,Debit Card,5,40017,Amazon,4
AMZ000330,2023-05-06,Ritvik Raja,Female,Kolkata,Sed Alias,Beauty,3056,5,Cash on Delivery,3,15280,Amazon,5
AMZ000331,2023-06-15,Nirvi Rattan,Male,Chennai,Ipsa Ratione,Books,28444,4,Debit Card,4,113776,Amazon,6
AMZ000332,2023-03-16,Kavya Soni,Female,Pune,Aliquid Labore,Sports,26264,2,Credit Card,3,52528,Amazon,3
AMZ000333,2023-03-17,Jhanvi Yohannan,Male,Pune,Alias Voluptatem,Beauty,21861,5,Net Banking,4,109305,Amazon,3
AMZ000334,2023-08-12,Kashvi Lata,Female,Hyderabad,Laudantium Totam,Books,32033,2,UPI,5,64066,Amazon,8
AMZ000335,2023-11-08,Anya Shankar,Male,Hyderabad,Quis Amet,Electronics,10506,1,UPI,5,10506,Amazon,11
AMZ000336,2023-09-14,Zaina Sunder,Female,Mumbai,Impedit Incidunt,Sports,10263,4,UPI,4,41052,Amazon,9
AMZ000337,2024-01-01,Gatik Sura,Male,Pune,Suscipit Accusamus,Fashion,48820,3,Net Banking,3,146460,Amazon,1
AMZ000338,2023-08-17,Yasmin Agate,Male,Pune,Ex Molestiae,Books,17444,3,Cash on Delivery,4,52332,Amazon,8
AMZ000339,2023-02-08,Vanya Loyal,Female,Bangalore,Quasi Labore,Fashion,27576,2,Credit Card,2,55152,Amazon,2
AMZ000340,2023-11-18,Taran Chana,Female,Chennai,Sed Praesentium,Sports,19798,1,Debit Card,4,19798,Amazon,11
AMZ000341,2023-09-06,Yasmin Halder,Male,Kolkata,Aut Debitis,Electronics,13394,1,UPI,5,13394,Amazon,9
AMZ000342,2023-03-23,Anvi Cherian,Female,Kolkata,At A,Fashion,6345,4,Cash on Delivery,2,25380,Amazon,3
AMZ000343,2023-03-25,Hazel Bahri,Male,Chennai,Cum Dolorem,Fashion,37385,1,Credit Card,4,37385,Amazon,3
AMZ000344,2023-03-23,Biju Dani,Female,Bangalore,Praesentium Dicta,Electronics,3323,1,Credit Card,5,3323,Amazon,3
AMZ000345,2023-07-01,Nishith Madan,Male,Hyderabad,A Incidunt,Books,49818,1,UPI,5,49818,Amazon,7
AMZ000346,2023-08-28,Anya Tata,Female,Delhi,Numquam Blanditiis,Electronics,1657,3,Net Banking,3,4971,Amazon,8
AMZ000347,2023-10-09,Dishani Gade,Male,Delhi,Aliquid Cupiditate,Sports,17466,1,Debit Card,2,17466,Amazon,10
AMZ000348,2023-06-25,Oorja Bhardwaj,Male,Delhi,Cumque Voluptate,Sports,25644,2,Credit Card,2,51288,Amazon,6
AMZ000349,2023-08-14,Aarush Gupta,Female,Pune,Sit Enim,Electronics,38351,4,UPI,2,153404,Amazon,8
AMZ000350,2023-04-30,Amira Iyer,Female,Hyderabad,Earum Asperiores,Fashion,28857,5,Credit Card,2,144285,Amazon,4
AMZ000351,2023-08-20,Aarna Chadha,Male,Bangalore,Deserunt Nihil,Beauty,8049,2,Cash on Delivery,3,16098,Amazon,8
AMZ000352,2023-09-27,Hrishita Suresh,Female,Kolkata,Quidem Quo,Beauty,32463,5,UPI,3,162315,Amazon,9
AMZ000353,2023-10-20,Taran Banerjee,Female,Bangalore,Reprehenderit Blanditiis,Fashion,21200,5,Credit Card,1,106000,Amazon,10
AMZ000354,2023-04-17,Stuvan Walla,Female,Kolkata,Cumque In,Electronics,33498,5,Cash on Delivery,1,167490,Amazon,4
AMZ000355,2023-11-19,Ela Thakkar,Female,Hyderabad,Ex Delectus,Books,15969,1,Credit Card,1,15969,Amazon,11
AMZ000356,2023-07-01,Taran Shan,Female,Mumbai,A Occaecati,Books,38320,4,Debit Card,2,153280,Amazon,7
AMZ000357,2023-04-28,Vihaan Brahmbhatt,Male,Kolkata,Iusto Accusamus,Sports,18995,3,Debit Card,4,56985,Amazon,4
AMZ000358,2023-02-23,Kiaan Bali,Male,Bangalore,Repellat Esse,Home & Kitchen,29564,4,UPI,4,118256,Amazon,2
AMZ000359,2023-09-06,Shanaya Karnik,Male,Kolkata,Nulla Dolor,Fashion,22190,2,Credit Card,2,44380,Amazon,9
AMZ000360,2023-05-05,Aarna Bajwa,Male,Pune,Impedit Sed,Sports,38436,3,UPI,4,115308,Amazon,5
AMZ000361,2023-04-13,Shanaya Bhatt,Female,Kolkata,Nisi Eum,Sports,7222,2,Cash on Delivery,3,14444,Amazon,4
AMZ000362,2023-12-01,Renee Soman,Male,Pune,Quaerat Doloribus,Books,1279,3,Cash on Delivery,2,3837,Amazon,12
AMZ000363,2023-02-13,Advika Das,Male,Delhi,Unde Cum,Electronics,27045,3,Credit Card,5,81135,Amazon,2
AMZ000364,2023-01-05,Rohan Batta,Female,Bangalore,At Officiis,Electronics,30398,1,UPI,2,30398,Amazon,1
AMZ000365,2023-06-26,Charvi Vora,Female,Delhi,Distinctio Quod,Sports,5323,5,Net Banking,4,26615,Amazon,6
AMZ000366,2023-01-22,Tanya Dube,Female,Hyderabad,Facere Veritatis,Sports,19723,3,Cash on Delivery,4,59169,Amazon,1
AMZ000367,2023-03-04,Vivaan Contractor,Female,Delhi,Impedit Quis,Fashion,48167,5,Debit Card,1,240835,Amazon,3
AMZ000368,2023-01-28,Manikya Tara,Male,Bangalore,Ipsam Earum,Beauty,28693,4,Net Banking,3,114772,Amazon,1
AMZ000369,2023-04-09,Indranil Toor,Female,Hyderabad,Ipsam Exercitationem,Books,45072,2,Debit Card,3,90144,Amazon,4
AMZ000370,2023-03-30,Ayesha Gupta,Male,Delhi,Aperiam Inventore,Electronics,34124,2,UPI,4,68248,Amazon,3
AMZ000371,2023-06-27,Mishti D’Alia,Male,Kolkata,Nihil Animi,Sports,29555,5,Net Banking,5,147775,Amazon,6
AMZ000372,2023-11-30,Shray Dhar,Male,Mumbai,Minus Eligendi,Sports,5016,1,Cash on Delivery,3,5016,Amazon,11
AMZ000373,2023-01-13,Vivaan Krishna,Male,Hyderabad,Dolorum Dicta,Home & Kitchen,34990,4,UPI,4,139960,Amazon,1
AMZ000374,2023-09-07,Fateh Krish,Female,Kolkata,Culpa Dicta,Books,43409,5,Cash on Delivery,2,217045,Amazon,9
AMZ000375,2023-08-05,Sara Hora,Female,Mumbai,Minima Sint,Books,12728,1,Debit Card,3,12728,Amazon,8
AMZ000376,2023-06-04,Kimaya Wable,Male,Chennai,Velit Quidem,Sports,9553,5,UPI,5,47765,Amazon,6
AMZ000377,2023-03-30,Anvi Chaudhary,Male,Chennai,Ipsam Aliquid,Books,41727,3,Net Banking,4,125181,Amazon,3
AMZ000378,2023-07-31,Charvi Kant,Female,Chennai,Occaecati Impedit,Fashion,13295,4,Cash on Delivery,5,53180,Amazon,7
AMZ000379,2023-07-25,Kanav Shetty,Male,Bangalore,Recusandae Velit,Books,13369,5,Net Banking,5,66845,Amazon,7
AMZ000380,2023-05-04,Rhea Koshy,Female,Chennai,Est Ipsa,Fashion,31406,3,Net Banking,5,94218,Amazon,5
AMZ000381,2023-11-20,Dhanuk Kale,Male,Chennai,Officiis Vel,Home & Kitchen,11101,5,Net Banking,5,55505,Amazon,11
AMZ000382,2023-11-20,Divyansh Comar,Female,Pune,Et Veritatis,Home & Kitchen,14888,1,Credit Card,1,14888,Amazon,11
AMZ000383,2023-12-14,Taran Bedi,Male,Pune,Earum Voluptates,Beauty,13301,4,Credit Card,4,53204,Amazon,12
AMZ000384,2023-11-19,Divit Bal,Male,Chennai,Sint Alias,Books,12434,4,Net Banking,5,49736,Amazon,11
AMZ000385,2023-08-27,Amira Varty,Female,Kolkata,Quasi Alias,Fashion,41514,1,Net Banking,1,41514,Amazon,8
AMZ000386,2023-02-22,Pari Iyengar,Male,Mumbai,Expedita Sed,Electronics,20432,5,Net Banking,4,102160,Amazon,2
AMZ000387,2023-08-27,Jivika Mani,Female,Hyderabad,Culpa Fuga,Sports,3517,2,UPI,2,7034,Amazon,8
AMZ000388,2023-11-07,Mehul Aggarwal,Male,Delhi,Id Quod,Sports,14618,4,Net Banking,1,58472,Amazon,11
AMZ000389,2023-12-16,Ishita Bhardwaj,Female,Bangalore,Enim Minus,Beauty,579,4,Cash on Delivery,1,2316,Amazon,12
AMZ000390,2023-12-24,Ehsaan Goel,Male,Bangalore,Atque Aliquam,Beauty,1660,3,Cash on Delivery,2,4980,Amazon,12
AMZ000391,2023-01-20,Madhup Sekhon,Female,Mumbai,Minima Nostrum,Electronics,23043,1,Cash on Delivery,5,23043,Amazon,1
AMZ000392,2023-08-09,Parinaaz Rattan,Male,Mumbai,Esse Harum,Sports,40834,3,Credit Card,2,122502,Amazon,8
AMZ000393,2023-10-01,Tiya Loyal,Male,Hyderabad,Eveniet Itaque,Fashion,30470,3,UPI,1,91410,Amazon,10
AMZ000394,2023-10-13,Sumer Suresh,Female,Delhi,Dignissimos Dolor,Home & Kitchen,11505,1,Net Banking,2,11505,Amazon,10
AMZ000395,2023-08-19,Ivana Kata,Female,Pune,Aut Mollitia,Sports,44382,3,Net Banking,5,133146,Amazon,8
AMZ000396,2023-02-18,Kavya Sachdev,Female,Kolkata,Possimus Animi,Beauty,40297,4,Debit Card,4,161188,Amazon,2
AMZ000397,2023-04-21,Lavanya Cheema,Female,Kolkata,Architecto Molestiae,Fashion,38047,3,Cash on Delivery,3,114141,Amazon,4
AMZ000398,2023-12-02,Rasha Rajan,Male,Pune,Autem Ab,Sports,22309,3,Credit Card,3,66927,Amazon,12
AMZ000399,2023-02-20,Shanaya Mann,Male,Bangalore,Fugiat Voluptates,Electronics,1681,2,Debit Card,3,3362,Amazon,2
AMZ000400,2023-05-21,Rhea Sani,Female,Kolkata,Esse Ea,Beauty,4953,2,Credit Card,1,9906,Amazon,5
AMZ000401,2023-10-16,Shlok Korpal,Female,Hyderabad,Asperiores Aut,Books,8503,2,Cash on Delivery,4,17006,Amazon,10
AMZ000402,2023-06-23,Aniruddh Sarraf,Male,Delhi,Eius Suscipit,Beauty,5361,3,Net Banking,2,16083,Amazon,6
